Type,First Name,Last Name,Company,Email,Phone,Phone 2,Fax,Address,Address 2,City,State,Zip,APN,Property Address,Property City,Property County,Property State,Property Zip,Property Size,Short Legal Description,Offer Amount,Market Value,Assessed Value,Repair Estimate,Back Taxes
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   730,790 DEERFIELD TOWNSHIP WAY,ALPHARETTA,Forsyth,GA,30004,0.37,2-1 899-902 LT 64 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   731,810 DEERFIELD TOWNSHIP WAY,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899-902 LT 65 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   740,930 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.13,2-1 899-902 LT 74 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   741,940 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.13,2-1 899-902 LT 75 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   742,1020 PEYTON VIEW CT,ALPHARETTA,Forsyth,GA,30004,0.21,2-1 899-902 LT 76 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   748,1025 PEYTON VIEW CT,ALPHARETTA,Forsyth,GA,30004,0.13,2-1 899-902 LT 82 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   749,1015 PEYTON VIEW CT,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899-902 LT 83 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   750,1010 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.16,2-1 899-902 LT 84 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   751,1030 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899-902 LT 86 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JBGL ATLANTA DEVELOPMENT LLC,,,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   752,1030 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899-902 LT 86 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
,JEH LAND HOLDINGS LLC,,,,,,,6845 SHILOH ROAD EAST,STE D-3,ALPHARETTA,GA,30005,225   067, BUFORD DAM RD,CUMMING,Forsyth,GA,30041,10.89,14-1 76-161 ,,,544500,,6669.38
,JEH LAND HOLDINGS LLC,,,,,,,6845 SHILOH ROAD EAST,STE D-3,ALPHARETTA,GA,30005,095   332,3865 GRANDVIEW MANOR DR,CUMMING,Forsyth,GA,30028,0.24,3-1 485 LT 146 PH 1 ,,,40000,,464.4
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   480,5815 READ RD,SUWANEE,Forsyth,GA,30024,0.25,2-1 1272 LT 65 PH 1A RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   481,5805 READ RD,SUWANEE,Forsyth,GA,30024,0.25,2-1 1272-1273 LT 66 PH 1A RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   482,5795 READ RD,SUWANEE,Forsyth,GA,30024,0.25,2-1 1273 LT 67 PH 1A RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   589,6020 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 68 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   590,6030 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.32,2-1 1215 LT 69 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   591,6040 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.32,2-1 1215 LT 70 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   592,6050 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.32,2-1 1215 LT 71 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   594,6070 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 73 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   595,6620 READ RD,SUWANEE,Forsyth,GA,30024,0.28,2-1 1214 LT 74 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   605,6715 READ RD,SUWANEE,Forsyth,GA,30024,0.37,2-1 1214 LT 84 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   607,6730 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.33,2-1 1214 LT 86 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   608,6740 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.54,2-1 1214 LT 87 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   609,6745 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.53,2-1 1214 LT 88 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   610,6735 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.62,2-1 1214 LT 89 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   611,6715 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.4,2-1 1214 LT 90 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   612,6705 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.27,2-1 1214 LT 91 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   614,6645 READ RD,SUWANEE,Forsyth,GA,30024,0.28,2-1 1214 LT 93 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   615,6695 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.32,2-1 1214 LT 94 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   616,6670 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.35,2-1 1214 LT 95 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   617,6640 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.32,2-1 1214 LT 96 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   618,6665 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.63,2-1 1207 LT 97 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   619,6655 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.29,2-1 1207 LT 98 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   620,6645 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.26,2-1 1207 LT 99 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   621,6635 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.26,2-1 1207 LT 100 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   622,6625 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.26,2-1 1207 LT 101 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   623,6615 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.51,2-1 1207 LT 102 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   624,6515 READ RD,SUWANEE,Forsyth,GA,30024,0.37,2-1 1215-1214 LT 103 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   625,6505 READ RD,SUWANEE,Forsyth,GA,30024,0.34,2-1 1215 LT 104 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   626,6435 READ RD,SUWANEE,Forsyth,GA,30024,0.34,2-1 1215 LT 105 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   627,6425 READ RD,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 106 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   629,6405 READ RD,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 108 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   630,6375 READ RD,SUWANEE,Forsyth,GA,30024,0.46,2-1 1215 LT 109 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   632,6355 READ RD,SUWANEE,Forsyth,GA,30024,0.67,2-1 1215-1216 LT 111 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   633,6330 READ RD,SUWANEE,Forsyth,GA,30024,0.28,2-1 1215 LT 115 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   634,6340 READ RD,SUWANEE,Forsyth,GA,30024,0.31,2-1 1215 LT 116 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   635,6360 READ RD,SUWANEE,Forsyth,GA,30024,0.28,2-1 1215 LT 117 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   636,6370 READ RD,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 118 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   637,6380 READ RD,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 119 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   638,6390 READ RD,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 120 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   639,6410 READ RD,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 121 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   641,6435 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 123 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   644,6420 BERKDALE WAY,SUWANEE,Forsyth,GA,30024,0.42,2-1 1215 LT 126 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   647,6405 BERKDALE WAY,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 129 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   648,6335 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.31,2-1 1215 LT 130 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   649,6325 READ RD,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 131 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   650,6320 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.27,2-1 1215-1216 LT 132 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   651,6330 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.25,2-1 1215 LT 133 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   652,6340 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.26,2-1 1215 LT 134 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   653,6350 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.34,2-1 1215 LT 135 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   654,6360 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.29,2-1 1215 LT 136 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   655,6370 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.28,2-1 1215 LT 137 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   656,6410 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.31,2-1 1215 LT 138 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   659,6440 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.4,2-1 1215 LT 141 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   663,6035 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.29,2-1 1215 LT 145 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JEN GEORGIA 1 LLC,,,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   665,6015 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.28,2-1 1215 LT 147 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
,JENKINS MARY ELINOR H,,,,,,,209 OGLETHORPE RD,,RINCON,GA,31326,220   485, VALIENT DR,CUMMING,Forsyth,GA,30041,0.11,14-1 147 LOT 205 HC-SS NOD 1987-1990............,,,7000,,
,JENSEN EDWARD W &,,,,,,,N504 WILLOW RD,,WHEATON,IL,60187,086   036, STONE POINT RD,CUMMING,Forsyth,GA,30041,5,2-1 LL 700 1998 CORR#5940,,,165000,,
,JETS ASSOCIATES LTD,,,,,,,641 LAKE DR,,VERO BEACH,FL,32963,C20   017, BUFORD HWY,CUMMING,Forsyth,GA,30040,0.88,2-1 207  LT E ,,,388110,,
,JETT MARVIN ESTATE,,,,,,,623 CHESTNUT GROVE RD,,MORRISON,TN,37357,239   013T001,4820 BROWNS BRIDGE RD,CUMMING,Forsyth,GA,30041,,MH ,,,12700,,
,JETT MARVIN L ESTATE,,,,,,,623 CHESTNUT GROVE RD,,MORRISON,TN,37357,239   013T002,4830 BROWNS BRIDGE RD,CUMMING,Forsyth,GA,30041,,MH ,,,11600,,
,JI CUNNINGHAM GROUP LLC,,,,,,,409 HAWKSTONE WAY,,ALPHARETTA,GA,30022,135   623,2220 SHARON RD,CUMMING,Forsyth,GA,30041,1,2-1 LL 851 LT 2 ,,,130000,,1636.6
,JI CUNNINGHAM GROUP LLC,,,,,,,409 HAWKSTONE WAY,,ALPHARETTA,GA,30022,135   626,2250 SHARON RD,CUMMING,Forsyth,GA,30041,1,2-1 LL 851 LT 5 ,,,130000,,1636.6
,JI CUNNINGHAM GROUP LLC,,,,,,,409 HAWKSTONE WAY,,ALPHARETTA,GA,30022,135   627,2260 SHARON RD,CUMMING,Forsyth,GA,30041,1,2-1 LL 851 LT 6 ,,,130000,,1636.6
,JILLSON MICHAEL C,,,,,,,22 BRUSHWOOD CT,,DILLON,CO,80435,091   096,7350 NICHOLSON RD,CUMMING,Forsyth,GA,30028,4.79,3-1 18 LOT 2 ,,,136420,,
,JILLSON MICHAEL C,,,,,,,22 BRUSHWOOD CT,,DILLON,CO,80435,091   005, NICHOLSON RD,CUMMING,Forsyth,GA,30028,3.53,3-1 18 LOT 1 ,,,97920,,
,JOHNSON EDITH KAY BURRUSS,,,,,,,450 WESTOVER AVE,,WINSTON SALEM,NC,27104,191   156, BURRUSS TRL,CUMMING,Forsyth,GA,30040,2.13,3-1 756 ,,,46580,,
,JOHNSON KENNY LAMAR,,,,,,,1835 CHAMBLEE GAP RD,,CUMMING,GA,30040,101   047,1835 CHAMBLEE GAP RD,CUMMING,Forsyth,GA,30040,1.1,3-1 1170 ,,,51150,,537.46
,JOHNSTON ROBERT A  ETAL,,,,,,,407 HORTON HWY,,FALL BRANCH,TN,37656,233   025, GEORGIA HWY 400 ,,Forsyth,GA,,4.03,14-1 413-424 ,,,85230,,
,JOHNSTON ROSEMARY T,,,,,,,407 HORTON RD,,FALL BRANCH,TN,37656,254   019, KEITH BRIDGE RD,,Forsyth,GA,,5,14-1 574-575 ,,,99000,,
,JONES FAMILY TRUST,,,,,,,PO BOX 7019,,INCLINE VILLAGE,NV,89450,244   131, PILGRIM MILL RD,CUMMING,Forsyth,GA,30041,0.26,14-1 381 LT 3  MRS J P FOWLER,,,50000,,
,JONES IRENE,,,,,,,1221 ABRAMS RD,STE 110,RICHARDSON,TX,75081,297   190, LARK TER,,Forsyth,GA,,0.33,14-1 951-952 LOTS 276-277 SHOREWOOD,,,25000,,
,JONES LARRY W JR 2000 TRUST,,,,,,,5136 W SAN JOSE ST,,TAMPA,FL,33629,011   150, HOWARD RD,CUMMING,Forsyth,GA,30040,3.56,3-1 1153 ,,,129940,,
,JONES LARRY W JR 2000 TRUST,,,,,,,5136 W SAN JOSE ST,,TAMPA,FL,33629,011   038, HOWARD RD,CUMMING,Forsyth,GA,30040,0.49,3-1 1153 ,,,23890,,
,JONES LINDA L,,,,,,,667 HATCHER RD,,GEORGETOWN,GA,39854,322   145, LAKESIDE CT,GAINESVILLE,Forsyth,GA,30506,0.35,14-1 1325 LT 107  LAKE HARBOR SHORES ,,,25000,,
,JONES TERA ALLEN,,,,,,,102 RIDGECREST DR,,ANDALUSIA,AL,36420,319   189, BROWNS BRIDGE RD @BEAVER TRL ,GAINESVILLE,Forsyth,GA,30506,5.87,14-1293 1294 ,,,146750,,
,JONES TERA ALLEN,,,,,,,102 RIDGECREST DR,,ANDALUSIA,AL,36420,319   264, BEAVER TRL,GAINESVILLE,Forsyth,GA,30506,0.85,14-1 1239 P/O LT 5 ,,,25000,,
,JORWELL PROPERTIES LLC,,,,,,,212 DAHLONEGA HWY,,CUMMING,GA,30040,249   045, JOT EM DOWN RD,CUMMING,Forsyth,GA,30028,4.02,14-1 421 ,,,70000,,871.83
,JP MORGAN CHASE BANK N A,,,,,,,7255 BAYMEADOWS WAY,,JACKSONVILLE,FL,32256,091   052,7257 MOUNT TABOR RD,CUMMING,Forsyth,GA,30028,1.13,3-1 90 ,,,47190,,
,JSF RONALD REAGAN BLVD TIM LLC,,,,,,,PTA JD#1012,PO BOX 320099,ALEXANDRIA,VA,22320,107   023, RONALD REAGAN BLVD,CUMMING,Forsyth,GA,30041,2.94,2-1 521 LOT 1B ,,,541000,,
,JTB1 HOSPITALITY LLC,,,,,,,12200 WILLIAMS RD,,PERRYSBURG,OH,43551,194   693, THE PLACE CIR,CUMMING,Forsyth,GA,30040,5,3-1 1044 TR 2 ,,,250000,,
,JTB1 HOSPITALITY LLC,,,,,,,12200 WILLIAMS RD,,PERRYSBURG,OH,43551,194   182, THE PLACE CIR,CUMMING,Forsyth,GA,30040,1.78,3-1 1044 TR 1 ,,,89000,,
,JUNGBLUTH-MINNIHAN CAROLYN LOU,,,,,,,726 ERIN DR,,STOCKBRIDGE,GA,30281,316   098, BAY POINTE DR,GAINESVILLE,Forsyth,GA,30506,0.68,14-1 1285 LOT 21 PH I BAYHILL ,,,45000,,
,JURIGA JOSEPH J JR,,,,,,,4163 TURNER DR,,CUMMING,GA,30040,129   007,4163 TURNER DR,CUMMING,Forsyth,GA,30040,1,2-1 LL 129-160 ,,,38000,,464.7
,KALEY THERESA B,,,,,,,1320 TAYLORS DR,,WATKINSVILLE,GA,30677,284   163, BRYANT DR,GAINESVILLE,Forsyth,GA,30506,0.75,14-1 875 ROAD INGRESS & EGRESS & LAND,,,20000,,
,KDF PROPERTIES INC,,,,,,,310 TIDWELL DR,,ALPHARETTA,GA,30004,021   105, TIDWELL DR,ALPHARETTA,Forsyth,GA,30004,4.13,2-1 904 ,,,578200,,357.82
,KEITH BRIDGE 21 LLC,,,,,,,403 CORPORATE CENTER DR,STE 201,STOCKBRIDGE,GA,30281,238   080, KEITH BRIDGE RD,CUMMING,Forsyth,GA,30041,20.99,14-1 438 TR 1 ,,,251110,,
,KEITH BRIDGE 24 LLC,,,,,,,403 CORPORATE CENTER DR,STE 201,STOCKBRIDGE,GA,30281,238   086, KEITH BRIDGE RD,CUMMING,Forsyth,GA,30041,23.92,14-1 399-438-439 TR 2 ,,,333680,,
,KELLEY A C JR,,,,,,,1021 SPRING VIEW CT,,ATHENS,GA,30606,164   032, BANNISTER RD,CUMMING,Forsyth,GA,30028,10.05,3-1 32 ,,,164320,,
,KELLEY JUSTIN LEE,,,,,,,536 1/2 W BELMONT AVE,APT N2,CHICAGO,IL,60657,149   023,2665 BETTIS TRIBBLE GAP RD,CUMMING,Forsyth,GA,30040,1,3-1 839 ,,,28500,,
,KEPPLER EDWARD E REV TRUST,,,,,,,100 THOMPSON DR SE,,CEDAR RAPIDS,IA,52403,040   058, MULLINAX RD,ALPHARETTA,Forsyth,GA,30004,0.79,2-1 619 ,,,37530,,
,KHOSHNOOD BAHMAN,,,,,,,10915 RAVEL CT,,BOCA RATON,FL,33498,058   141, POST RD,CUMMING,Forsyth,GA,30040,0.48,2-1 171 ,,,38020,,
,KILPATRICK JAMES T,,,,,,,9100 BRITISH STATION LN,,KNOXVILLE,TN,37922,221   169, ESSEX DR,CUMMING,Forsyth,GA,30041,0.12,14-1 149 LOT 258 HD-SS ,,,35000,,279.27
,KIM ABRAHAM ETAL,,,,,,,PO BOX 823,,CAPTAIN COOK,HI,96704,106   104, BETHELVIEW RD,CUMMING,Forsyth,GA,30040,5.85,2-1 306-342-343 ,,,658130,,
,KIM YOUNG H &,,,,,,,43324 RIVERSIDE DR,,HOLLYWOOD,MD,20636,076   008, CANTON HWY,CUMMING,Forsyth,GA,30040,3.42,3-1 950 LT 2 (J BRIDGES) ,,,410400,,
,KINGDOM GENERALS LLC,,,,,,,29 LEXINTON RD,,RICHMOND,VA,23226,309   027,8515 BLUE HERON DR,GAINESVILLE,Forsyth,GA,30506,0.65,14-1 1106 LT 6 LYONESSE ESTATES,,,150000,,
,KINGDOM GENERALS LLC,,,,,,,29 LEXINGTON RD,,RICHMOND,VA,23226,309   028,8520 BLUE HERON DR,GAINESVILLE,Forsyth,GA,30506,0.8,14-1 1106 LT 7 LYONESSE ESTATES,,,150000,,
,KINGSTON ROBERT C ETAL,,,,,,,1603 RIVER FARM DR,,ALEXANDRIA,VA,22308,044   008, MCGINNIS FERRY RD,ALPHARETTA,Forsyth,GA,30004,11.63,2-1 1036-1037-1051 ,,,30820,,
,KIRKPATRICK TED CLINTON,,,,,,,350 OAK HILL CIR,,COVINGTON,GA,30016,313   546, NUGGETT TRL,GAINESVILLE,Forsyth,GA,30506,0.11,14-1 1277 LT 539 PEBBLEBR OOK SHORES,,,5000,,
