Type,First Name,Last Name,Company,Email,Phone,Phone 2,Fax,Address,Address 2,City,State,Zip,APN,Property Address,Property City,Property County,Property State,Property Zip,Property Size,Short Legal Description,Offer Amount,Market Value,Assessed Value,Repair Estimate,Back Taxes
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   697,1025 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899 LT 31 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   699,1045 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.19,2-1 899 LT 33 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   700,1055 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.19,2-1 899 LT 34 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   701,1065 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899 LT 35 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   702,1075 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.16,2-1 899 LT 36 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   703,1085 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.21,2-1 899 LT 37 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   705,1040 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.15,2-1 899 LT 39 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   706,1030 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.15,2-1 899 LT 40 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   707,1020 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.15,2-1 899 LT 41 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   708,1010 SUTTON GLEN WAY,ALPHARETTA,Forsyth,GA,30004,0.16,2-1 899 LT 42 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   709,910 HARGROVE POINT WAY,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899 LT 43 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   710,890 HARGROVE POINT WAY,ALPHARETTA,Forsyth,GA,30004,0.27,2-1 899 LT 44 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   711,880 HARGROVE POINT WAY,ALPHARETTA,Forsyth,GA,30004,0.23,2-1 902 LT 45 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   712,870 HARGROVE POINT WAY,ALPHARETTA,Forsyth,GA,30004,0.2,2-1 902 LT 46 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   713,860 HARGROVE POINT WAY,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 902 LT 47 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   714,850 HARGROVE POINT WAY,ALPHARETTA,Forsyth,GA,30004,0.16,2-1 902 LT 48 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   715,840 HARGROVE POINT WAY,ALPHARETTA,Forsyth,GA,30004,0.15,2-1 902 LT 49 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   716,830 HARGROVE POINT WAY,ALPHARETTA,Forsyth,GA,30004,0.15,2-1 902 LT 50 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   717,820 HARGROVE POINT WAY,ALPHARETTA,Forsyth,GA,30004,0.17,2-1 902 LT 51 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   728,820 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.15,2-1 899-902 LT 62 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   730,790 DEERFIELD TOWNSHIP WAY,ALPHARETTA,Forsyth,GA,30004,0.37,2-1 899-902 LT 64 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   731,810 DEERFIELD TOWNSHIP WAY,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899-902 LT 65 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   740,930 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.13,2-1 899-902 LT 74 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   741,940 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.13,2-1 899-902 LT 75 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   742,1020 PEYTON VIEW CT,ALPHARETTA,Forsyth,GA,30004,0.21,2-1 899-902 LT 76 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   748,1025 PEYTON VIEW CT,ALPHARETTA,Forsyth,GA,30004,0.13,2-1 899-902 LT 82 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   749,1015 PEYTON VIEW CT,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899-902 LT 83 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   750,1010 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.16,2-1 899-902 LT 84 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   751,1030 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899-902 LT 86 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JBGL ATLANTA DEVELOPMENT LLC,,,,,2805 N DALLAS PKWY  STE 400,,PLANO,TX,75093,021   752,1030 CENTRAL PARK OVLK,ALPHARETTA,Forsyth,GA,30004,0.18,2-1 899-902 LT 86 PH 1 CENTRAL PARK AT DEERFIELD TOWNSHIP-PH 1,,,154000,,
Company,,,JEH LAND HOLDINGS LLC,,,,,6845 SHILOH ROAD EAST,STE D-3,ALPHARETTA,GA,30005,225   067, BUFORD DAM RD,CUMMING,Forsyth,GA,30041,10.89,14-1 76-161 ,,,544500,,6669.38
Company,,,JEH LAND HOLDINGS LLC,,,,,6845 SHILOH ROAD EAST,STE D-3,ALPHARETTA,GA,30005,095   332,3865 GRANDVIEW MANOR DR,CUMMING,Forsyth,GA,30028,0.24,3-1 485 LT 146 PH 1 ,,,40000,,464.4
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   480,5815 READ RD,SUWANEE,Forsyth,GA,30024,0.25,2-1 1272 LT 65 PH 1A RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   481,5805 READ RD,SUWANEE,Forsyth,GA,30024,0.25,2-1 1272-1273 LT 66 PH 1A RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   482,5795 READ RD,SUWANEE,Forsyth,GA,30024,0.25,2-1 1273 LT 67 PH 1A RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   589,6020 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 68 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   590,6030 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.32,2-1 1215 LT 69 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   591,6040 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.32,2-1 1215 LT 70 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   592,6050 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.32,2-1 1215 LT 71 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   594,6070 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 73 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   595,6620 READ RD,SUWANEE,Forsyth,GA,30024,0.28,2-1 1214 LT 74 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   605,6715 READ RD,SUWANEE,Forsyth,GA,30024,0.37,2-1 1214 LT 84 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   607,6730 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.33,2-1 1214 LT 86 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   608,6740 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.54,2-1 1214 LT 87 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   609,6745 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.53,2-1 1214 LT 88 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   610,6735 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.62,2-1 1214 LT 89 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   611,6715 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.4,2-1 1214 LT 90 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   612,6705 MOUNT HOLLY WAY,SUWANEE,Forsyth,GA,30024,0.27,2-1 1214 LT 91 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   614,6645 READ RD,SUWANEE,Forsyth,GA,30024,0.28,2-1 1214 LT 93 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   615,6695 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.32,2-1 1214 LT 94 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   616,6670 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.35,2-1 1214 LT 95 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   617,6640 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.32,2-1 1214 LT 96 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   618,6665 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.63,2-1 1207 LT 97 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   619,6655 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.29,2-1 1207 LT 98 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   620,6645 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.26,2-1 1207 LT 99 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   621,6635 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.26,2-1 1207 LT 100 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   622,6625 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.26,2-1 1207 LT 101 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   623,6615 DAVIDSON PL,SUWANEE,Forsyth,GA,30024,0.51,2-1 1207 LT 102 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   624,6515 READ RD,SUWANEE,Forsyth,GA,30024,0.37,2-1 1215-1214 LT 103 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   625,6505 READ RD,SUWANEE,Forsyth,GA,30024,0.34,2-1 1215 LT 104 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   626,6435 READ RD,SUWANEE,Forsyth,GA,30024,0.34,2-1 1215 LT 105 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   627,6425 READ RD,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 106 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   629,6405 READ RD,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 108 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   630,6375 READ RD,SUWANEE,Forsyth,GA,30024,0.46,2-1 1215 LT 109 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   632,6355 READ RD,SUWANEE,Forsyth,GA,30024,0.67,2-1 1215-1216 LT 111 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   633,6330 READ RD,SUWANEE,Forsyth,GA,30024,0.28,2-1 1215 LT 115 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   634,6340 READ RD,SUWANEE,Forsyth,GA,30024,0.31,2-1 1215 LT 116 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   635,6360 READ RD,SUWANEE,Forsyth,GA,30024,0.28,2-1 1215 LT 117 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   636,6370 READ RD,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 118 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   637,6380 READ RD,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 119 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   638,6390 READ RD,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 120 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   639,6410 READ RD,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 121 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   641,6435 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 123 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   644,6420 BERKDALE WAY,SUWANEE,Forsyth,GA,30024,0.42,2-1 1215 LT 126 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   647,6405 BERKDALE WAY,SUWANEE,Forsyth,GA,30024,0.33,2-1 1215 LT 129 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   648,6335 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.31,2-1 1215 LT 130 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   649,6325 READ RD,SUWANEE,Forsyth,GA,30024,0.3,2-1 1215 LT 131 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   650,6320 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.27,2-1 1215-1216 LT 132 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   651,6330 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.25,2-1 1215 LT 133 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   652,6340 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.26,2-1 1215 LT 134 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   653,6350 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.34,2-1 1215 LT 135 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   654,6360 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.29,2-1 1215 LT 136 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   655,6370 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.28,2-1 1215 LT 137 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   656,6410 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.31,2-1 1215 LT 138 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   659,6440 WAXHAW PL,SUWANEE,Forsyth,GA,30024,0.4,2-1 1215 LT 141 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   663,6035 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.29,2-1 1215 LT 145 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Company,,,JEN GEORGIA 1 LLC,,,,,680 5TH AVE,25TH FLR,NEW YORK,NY,10019,182   665,6015 MEYERS PARK,SUWANEE,Forsyth,GA,30024,0.28,2-1 1215 LT 147 PH 2 RESERVE AT OLD ATLANTA,,,175000,,
Individual,MARY ELINOR H,JENKINS,,,,,,209 OGLETHORPE RD,,RINCON,GA,31326,220   485, VALIENT DR,CUMMING,Forsyth,GA,30041,0.11,14-1 147 LOT 205 HC-SS NOD 1987-1990............,,,7000,,
Individual,EDWARD W,JENSEN,,,,,,N504 WILLOW RD,,WHEATON,IL,60187,086   036, STONE POINT RD,CUMMING,Forsyth,GA,30041,5,2-1 LL 700 1998 CORR#5940,,,165000,,
Company,,,JETS ASSOCIATES LTD,,,,,641 LAKE DR,,VERO BEACH,FL,32963,C20   017, BUFORD HWY,CUMMING,Forsyth,GA,30040,0.88,2-1 207  LT E ,,,388110,,
Company,,,JETT MARVIN ESTATE,,,,,623 CHESTNUT GROVE RD,,MORRISON,TN,37357,239   013T001,4820 BROWNS BRIDGE RD,CUMMING,Forsyth,GA,30041,,MH ,,,12700,,
Company,,,JETT MARVIN L ESTATE,,,,,623 CHESTNUT GROVE RD,,MORRISON,TN,37357,239   013T002,4830 BROWNS BRIDGE RD,CUMMING,Forsyth,GA,30041,,MH ,,,11600,,
Company,,,JI CUNNINGHAM GROUP LLC,,,,,409 HAWKSTONE WAY,,ALPHARETTA,GA,30022,135   623,2220 SHARON RD,CUMMING,Forsyth,GA,30041,1,2-1 LL 851 LT 2 ,,,130000,,1636.6
Company,,,JI CUNNINGHAM GROUP LLC,,,,,409 HAWKSTONE WAY,,ALPHARETTA,GA,30022,135   626,2250 SHARON RD,CUMMING,Forsyth,GA,30041,1,2-1 LL 851 LT 5 ,,,130000,,1636.6
Company,,,JI CUNNINGHAM GROUP LLC,,,,,409 HAWKSTONE WAY,,ALPHARETTA,GA,30022,135   627,2260 SHARON RD,CUMMING,Forsyth,GA,30041,1,2-1 LL 851 LT 6 ,,,130000,,1636.6
Individual,MICHAEL C,JILLSON,,,,,,22 BRUSHWOOD CT,,DILLON,CO,80435,091   096,7350 NICHOLSON RD,CUMMING,Forsyth,GA,30028,4.79,3-1 18 LOT 2 ,,,136420,,
Individual,MICHAEL C,JILLSON,,,,,,22 BRUSHWOOD CT,,DILLON,CO,80435,091   005, NICHOLSON RD,CUMMING,Forsyth,GA,30028,3.53,3-1 18 LOT 1 ,,,97920,,
Individual,EDITH KAY BURRUSS,JOHNSON,,,,,,450 WESTOVER AVE,,WINSTON SALEM,NC,27104,191   156, BURRUSS TRL,CUMMING,Forsyth,GA,30040,2.13,3-1 756 ,,,46580,,
Individual,KENNY LAMAR,JOHNSON,,,,,,1835 CHAMBLEE GAP RD,,CUMMING,GA,30040,101   047,1835 CHAMBLEE GAP RD,CUMMING,Forsyth,GA,30040,1.1,3-1 1170 ,,,51150,,537.46
